TEMPERATURE (CELSIUS),Concentration,Control / Treatment,Target measure (mm)
12.798217331677067,-4.170760394005544,placebo,8.5189965703524
12.567760051365362,-4.952729686456025,placebo,6.565743727785588
8.702181551186381,-3.6357834850707422,placebo,4.112799775453056
15.941824498983591,-4.082703532071078,placebo,12.947785656278585
14.715520598042282,-2.2303321064966406,placebo,15.182255383714137
8.459589402321722,-3.478453847628616,placebo,4.1156926131142315
10.259020021396765,-4.607475416474178,placebo,4.17397865428986
12.934977618436946,-4.597509151486811,placebo,7.807450566767574
13.389060540623818,-6.1606946349686655,placebo,5.137772996407957
15.007899320241936,-3.340514415083233,placebo,13.245583810651826
12.274815839501533,-6.54850029622146,placebo,2.819150761262007
12.564741187886373,-3.9444445296593256,placebo,8.67906709136202
11.736262268701704,-3.264090900387819,placebo,8.989363171932883
11.11742868993951,-2.872035866707027,placebo,8.977253411333582
10.923965781206494,-5.090841140225777,placebo,4.056587410154636
11.215128922511774,-2.4447699421019093,placebo,10.006407166976885
10.902571077048849,-5.91753909239539,placebo,2.2916388599856283
15.202706902233956,-4.088903921206614,placebo,11.936956083481952
13.884597999505432,-3.9013550696666726,placebo,10.551361653032322
12.77532323455018,-3.1841735866097634,placebo,10.559921834762243
13.208746310266305,-5.352869232596323,placebo,6.590782130407234
11.67729827188474,-6.140025007106461,placebo,2.87030015212083
12.346059631802587,-4.5653941500773385,placebo,7.079852787771083
11.332283597354367,-4.291972921244,placebo,6.285439721815997
13.686352738013145,-3.9148856995083268,placebo,10.255316227350262
10.983396918506184,-4.644726943452113,placebo,5.073659258733912
11.103620794303565,-4.997823601622406,placebo,4.4944585089027616
10.200914092716008,-6.688607649805302,placebo,-0.2748420394245237
12.444201872097482,-4.087297739858232,placebo,8.216347273629314
13.109543328431215,-4.893928964087578,placebo,7.4206326687982305
11.458991992382511,-3.5107755790027246,placebo,8.09701047381067
10.028279320564913,-3.8996389486994256,placebo,5.34893529049384
12.6853755690274,-4.215434603621851,placebo,8.272844350581105
11.49804578667969,-3.0618240341504794,placebo,9.092531340301575
13.824967947998418,-3.3988288789814876,placebo,11.526166083936742
11.818434603070644,-4.627159843350743,placebo,6.23785104310881
13.049584460186836,-3.110185949075584,placebo,11.085548528193502
11.747040943210761,-7.540363361817563,placebo,0.023742213517646604
12.760930464776928,-3.691164492559926,placebo,9.475810693073008
12.678132799255627,-2.0876658602679363,placebo,12.73138097243243
13.41114399023501,-2.8117444157528464,placebo,12.200381113736288
12.162193794261457,-2.8232418700350808,placebo,10.490153695179298
11.298612499950334,-6.298394876971731,placebo,2.0264976332923155
9.733996660972707,-5.005898640235237,placebo,2.6285083478191584
8.418135928192571,-3.138520081531539,placebo,4.77359133184374
12.542987944104674,-5.225451830438146,placebo,5.959584880621202
11.009494645117186,-6.416444335725021,placebo,1.3882846658856565
10.576803330164795,-1.2597589728092102,placebo,11.633190652823133
13.147469058573522,-4.850209101529097,placebo,7.563644115863152
11.399259306902412,-4.955295073346496,placebo,4.982880410290614
13.122275727059119,-6.220017718880779,placebo,4.653035021880177
8.689749847959568,-3.092880248950191,placebo,5.236113771950016
16.679134572833796,-2.7474445918686983,placebo,16.74719803040136
11.441712277667362,-5.760130861670387,placebo,3.350036765343127
12.762502877268256,-6.4340340224022485,placebo,3.7179074372674243
10.954045365857892,-4.139055621396937,placebo,6.095944438974586
12.379752863263764,-6.103005502332096,placebo,3.8963548105086794
10.061508994244157,-6.13094172014566,placebo,0.7080595299237267
15.211290986903437,-5.134998803475009,placebo,9.751745345022124
13.632506828579134,-6.95959971201291,placebo,3.7887248233547215
11.898387403177708,-4.021554116724891,placebo,7.6175593491676334
7.91162356648236,-2.0802856346051204,placebo,6.3120919820804335
13.325777205893097,-3.1419285580211933,placebo,11.391749256111176
14.182427544372157,-4.08305351035248,placebo,10.571864813162204
11.640233282741718,-4.9379817126573595,placebo,5.344553335120866
10.50389102464859,-2.384266660126187,placebo,9.173292897010604
13.416375993237915,-4.4489607217546965,placebo,8.769290075186323
12.203690347221372,-3.2945512732679934,placebo,9.556424294886067
9.442386271437117,-4.4192669590959195,placebo,3.4667608523386786
14.453534496257033,-4.711230819909001,placebo,9.618686848138095
12.846481722682178,-5.866354072641048,placebo,5.02340677307474
14.451340111910886,-5.600234980541491,placebo,7.748815691942566
15.527224497870296,-5.384935230045818,placebo,9.653389089028684
16.3845929594477,-7.050991741535529,placebo,7.312117838029785
11.763557238528124,-7.1070518954631705,placebo,0.9559932915403095
13.494151964227234,-5.6603873287818,placebo,6.330291761264988
11.672792042051869,-4.721502794385235,placebo,5.843113388561031
15.575717806711552,-3.803061147512558,placebo,13.040790629284224
11.828996696316848,-1.291009844481645,placebo,13.258024866616292
11.665618600061102,-3.3084459252596194,placebo,8.800848667037286
12.696115407626225,-3.39253335254645,placebo,10.01543575994786
11.70401676069757,-3.4519418093345684,placebo,8.551344827339127
14.891365129648653,-1.5827879180197995,placebo,16.779488297184102
11.596799211326367,-5.8904718837523795,placebo,3.2856879794106
13.29135475286468,-5.917241788911539,placebo,5.517121159653085
10.782782008429201,-3.251314022891835,placebo,7.72899626330657
12.048062052699182,-1.3474730231039813,placebo,13.435190422625535
15.779933182955858,-5.204952891368063,placebo,10.372508725117475
13.336095648127234,-4.5255181502704,placebo,8.500141009403926
10.804001713783036,-4.802835570371174,placebo,4.499447615827632
9.750235516629418,-3.6928230326930604,placebo,5.407889578794288
11.273817009616454,-7.542189185721066,placebo,-0.6189443270320236
7.932468685432549,-5.575309065393876,placebo,-0.9993163119931978
10.752227426267009,-4.613848649422681,placebo,4.826424861672834
13.732502087700489,-2.4286176507895667,placebo,13.438780751737571
14.874442616925268,-3.0949815313245765,placebo,13.581036317067504
7.079916977221149,-7.009349137270428,placebo,-5.161745269019347
11.352162924557351,-3.1898774180374847,placebo,8.626677370273708
7.992250239452342,-3.1950334955742266,placebo,4.079967482554786
11.184352409555993,-4.841349901403907,placebo,4.932040959952385
11.748361952608246,-5.205610712691962,placebo,4.928506139368011
13.105990721121906,-5.945163157015458,placebo,5.20824484378211
10.456377742175457,-2.241415848562643,placebo,9.409136669955316
10.027457802840786,-4.033153681446337,placebo,5.067445302797754
10.883671612796418,-5.841784735156175,placebo,2.4252087334471977
12.348395313607805,-5.637938068606002,placebo,4.830663729297932
12.574611789073892,-3.34918223922178,placebo,9.942443212884015
18.09940317555118,-3.859790353630608,placebo,16.32863454436982
13.97296642963159,-7.747753735404647,placebo,2.5932218356528907
8.488066159042663,-4.161639786035514,placebo,2.7194457640330167
10.801584821129943,-2.4136548752155242,placebo,9.513464270572822
13.54156759782142,-3.6099051887843316,placebo,10.700315360611821
14.087549259917665,-3.479129405072106,placebo,11.712019750237427
12.085688849565855,-3.066309498480423,placebo,9.876430000105017
12.807401503777188,-5.126136313733678,placebo,6.525105771258479
11.090996384554147,-6.088711651110782,placebo,2.186550651815457
12.288836281609603,-5.306505773900238,placebo,5.446266854982465
11.907067374794513,-2.680892140522519,placebo,10.444667460875305
15.879416241445632,-4.4333907100232235,placebo,12.127091434902836
10.714724640989171,-4.383315039103908,placebo,5.259916683217176
14.520534249312144,-3.2767130038776875,placebo,12.72162392842825
11.781224239184947,-6.06997005096658,placebo,3.1577156158698614
11.490748603404253,-6.192014027873645,placebo,2.5092811560610873
14.383878332331882,-1.8969081026134749,placebo,15.434728733159744
7.1437591530146,-4.828913160360422,placebo,-0.4966427801871749
12.453999113477694,-4.129837413704002,placebo,8.140240234416483
15.283899302075357,-1.9494339413523116,placebo,16.539452780961877
12.451245147525176,-3.4662357525184833,placebo,9.530085868870174
11.63273695606798,-4.1909580949237215,placebo,6.903182891351959
10.274139751821497,-5.900225667524708,placebo,1.4796147631571337
13.188261661143397,-5.066816781607681,placebo,7.163838001167457
13.005410819211745,-3.177007590686695,placebo,10.885588665493799
10.607040478655128,-6.06742546679771,placebo,1.5779111659092315
14.94759910275816,-5.292750270591777,placebo,9.064483220480783
10.52772691314874,-5.51518678505021,placebo,2.6305390841453598
11.786973114659675,-2.7158963413480763,placebo,10.209031387959602
9.928348372647324,-6.638604649199058,placebo,-0.537799460244134
10.549046969026373,-1.1992839334608636,placebo,11.722717147917791
11.838652415105974,-5.8427283194347135,placebo,3.712451289580166
12.224868910025187,-5.253702394119014,placebo,5.470798000884072
7.987324553945909,-2.28875427505564,placebo,5.976504170210133
10.959615655862262,-3.310410795750417,placebo,7.843618464338178
10.406968360443395,-2.3752446065227635,placebo,9.06139361290078
14.660888218359617,-4.335303898340607,placebo,10.68806090827021
14.844054909326173,-3.171768322776007,placebo,13.37876064976072
8.087065317884425,0.08416525470005443,placebo,11.09428521401409
9.90986578308446,-6.263073204932334,placebo,0.22586507680611945
12.620453487561882,-3.588073531513346,placebo,9.502657792030517
13.726801303640846,-6.016833424795047,placebo,5.895831567845542
12.543917986201885,-5.1857611921643185,placebo,6.0441907778274775
14.25043091896489,-4.7981556455609145,placebo,9.161954884924683
16.32264177518502,-4.032532380962118,placebo,13.56724839647933
12.430643255507562,-5.403658688506702,placebo,5.433685149071135
10.033656262589421,-4.450048874368779,placebo,4.200333318321283
7.344165946747571,-3.456410415467983,placebo,2.6561621556264567
10.417368069721748,-5.284500494209192,placebo,2.9659958562850566
10.778583856314727,-6.231031138689702,placebo,1.4659228147765067
13.300168961256473,-2.37773590070599,placebo,12.961982706213659
10.66317523895402,-6.080456918183373,placebo,1.626327044402844
8.0520626206278,-2.8757092433707085,placebo,4.831295126769041
14.844580275238798,-3.012153512785149,placebo,13.714660994723566
14.4771888727859,-7.455530196162011,placebo,3.8875915663207454
9.298728991102225,-1.353842309599738,placebo,9.710215287828554
14.059060648690012,-4.397632041923585,placebo,9.744704587691988
10.627242802895367,-4.3860300137201165,placebo,5.136114755096502
12.465957330843898,-5.640986315108412,placebo,4.9829711349115975
10.981118783532006,-3.0545194448792046,placebo,8.410019523521878
12.336772313557995,-3.7670945393830393,placebo,8.743744090598913
13.029246421879167,-7.355022912004072,placebo,2.1439345543283252
12.443104703781993,-2.3498945764986443,placebo,11.863412739458536
14.446868585217647,-4.49871043127602,placebo,10.055980684364181
9.64415920095895,-4.4878420590345645,placebo,3.595146597321996
14.28439362426188,-4.0968315311424774,placebo,10.680585177354335
12.559777153494549,-2.69178549916121,placebo,11.302949608979098
12.315109432274923,-5.006781713781024,placebo,6.111156134630997
12.275296614608445,-4.799753372436619,placebo,6.492168347604501
12.239419109126894,-3.2187270648171564,placebo,9.763888961205279
10.301391858608143,-2.4735288673308835,placebo,8.712468387726137
13.293057566673996,-1.6527084981215272,placebo,14.474939868954689
11.75367897851116,-7.021012339632428,placebo,1.1233407077619688
10.491018814104862,-3.857456792334976,placebo,6.062216135138115
13.394458319956199,-5.259784507175231,placebo,7.036971266872882
18.240779210580452,-4.848303678493506,placebo,14.443614209447247
10.557736503458008,-2.8232510565597817,placebo,8.32411706089277
8.2702961656136509,-4.35277307542466,placebo,2.024076365186641
12.37240779952193,-3.605907253890364,placebo,9.130345296184842
9.830561499219147,-1.624692543621995,placebo,9.85940368233966
14.133759186808819,-5.959885153964359,placebo,6.56481607886675
14.468024138818212,-4.688073226702459,placebo,9.686878811329423
10.328288468822013,-3.5097205969379823,placebo,6.5727761793399555
13.448154657574543,-3.0521599578412726,placebo,11.745472876258962
15.681691869002854,-2.028046778726921,placebo,16.91138578782732
11.365889073947828,-5.897715926673532,placebo,2.958746803815151
9.615648826455082,-4.699010048772473,placebo,3.1132048132921692
13.367246946388569,-4.420907704420701,placebo,8.761877198341097
13.597649371212869,-3.658989713798474,placebo,10.672948252160579
14.451793870166428,-6.559963489289164,placebo,5.7339983972174355
9.604318545717716,-3.8817059475505604,placebo,4.81424754686274
11.86078166394075,-2.4479894628032404,placebo,10.871277374433209
10.253140889830739,-5.3854363862328984,placebo,2.532323790182412
13.174723165280563,-4.694415442635222,placebo,7.9276038435947935
14.026391741687913,-3.3605179018955034,placebo,11.878541257298124
9.391315511313746,-3.016682514488335,placebo,6.3432426598480545
8.198239070287832,-6.1008480736405435,placebo,-1.7441582097565682
12.02843870987583,-6.539411970087468,placebo,2.505627121148688
7.432400175168167,-3.2594623806691,placebo,3.1888692370719163
9.497655560148997,-3.31777951006187,placebo,5.854498035071221
14.9804262726454,-5.838212635649067,placebo,7.963328933208247
7.592150919049049,-3.467615941186339,placebo,2.9674102642249043
12.505147565419087,-3.0421404067249638,placebo,10.493454359193343
10.153981683905064,-3.6755253360879805,placebo,5.989272067487077
13.954033736072311,-6.089784359471431,placebo,6.0493983888076155
11.334927019570612,-4.165318422974069,placebo,6.554982788174781
9.52478082269584,-3.1668421869054586,placebo,6.208085518137922
16.002655356010052,-5.761000855350634,placebo,9.505482934377241
9.45590225925078,-3.8581272211308715,placebo,4.663400885613726
10.428471692417427,-6.948085452359388,placebo,-0.5125426651911891
10.952284435915699,-3.4273013383959468,placebo,7.588251177854707
12.148269355714131,-4.94859797701478,placebo,6.00810787848304
13.774944077468815,-3.810756191032531,placebo,10.593586503414585
